2024-01-16 20:38:12,200 INFO    StreamThr :30267 [internal.py:wandb_internal():86] W&B internal server running at pid: 30267, started at: 2024-01-16 20:38:12.197310
2024-01-16 20:38:12,204 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status
2024-01-16 20:38:12,231 INFO    WriterThread:30267 [datastore.py:open_for_write():87] open: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/run-tcz3hzzg.wandb
2024-01-16 20:38:12,235 DEBUG   SenderThread:30267 [sender.py:send():382] send: header
2024-01-16 20:38:12,360 DEBUG   SenderThread:30267 [sender.py:send():382] send: run
2024-01-16 20:38:13,047 INFO    SenderThread:30267 [dir_watcher.py:__init__():211] watching files in: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files
2024-01-16 20:38:13,047 INFO    SenderThread:30267 [sender.py:_start_run_threads():1136] run started: tcz3hzzg with start time 1705433892.198838
2024-01-16 20:38:13,066 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: check_version
2024-01-16 20:38:13,067 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: check_version
2024-01-16 20:38:13,341 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: run_start
2024-01-16 20:38:13,343 DEBUG   HandlerThread:30267 [system_info.py:__init__():27] System info init
2024-01-16 20:38:13,343 DEBUG   HandlerThread:30267 [system_info.py:__init__():42] System info init done
2024-01-16 20:38:13,344 INFO    HandlerThread:30267 [system_monitor.py:start():194] Starting system monitor
2024-01-16 20:38:13,344 INFO    SystemMonitor:30267 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-16 20:38:13,345 INFO    HandlerThread:30267 [system_monitor.py:probe():214] Collecting system info
2024-01-16 20:38:13,345 INFO    SystemMonitor:30267 [interfaces.py:start():190] Started cpu monitoring
2024-01-16 20:38:13,350 INFO    SystemMonitor:30267 [interfaces.py:start():190] Started disk monitoring
2024-01-16 20:38:13,352 INFO    SystemMonitor:30267 [interfaces.py:start():190] Started memory monitoring
2024-01-16 20:38:13,353 INFO    SystemMonitor:30267 [interfaces.py:start():190] Started network monitoring
2024-01-16 20:38:13,359 DEBUG   HandlerThread:30267 [system_info.py:probe():151] Probing system
2024-01-16 20:38:13,417 DEBUG   HandlerThread:30267 [system_info.py:_probe_git():136] Probing git
2024-01-16 20:38:13,557 DEBUG   HandlerThread:30267 [system_info.py:_probe_git():144] Probing git done
2024-01-16 20:38:13,558 DEBUG   HandlerThread:30267 [system_info.py:probe():199] Probing system done
2024-01-16 20:38:13,559 DEBUG   HandlerThread:30267 [system_monitor.py:probe():223] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-01-16T19:38:13.360331', 'startedAt': '2024-01-16T19:38:12.091663', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/train.py', 'codePathLocal': 'train.py', 'codePath': 'models/k-means/train.py', 'git': {'remote': 'https://github.com/janekfilipecki/ium-projekt.git', 'commit': '0aa141c31e3ebfa08d82b4e007bc904428da715f'}, 'email': 'filipeckijan@gmail.com', 'root': '/mnt/c/Users/dziew/Documents/studia/ium/ium-projekt', 'host': 'XPS-Filipecki', 'username': 'filipeckijan', 'executable': '/home/filipeckijan/.local/share/virtualenvs/ium-projekt-ziE9g0x4/bin/python', 'cpu_count': 4, 'cpu_count_logical': 8, 'cpu_freq': {'current': 2304.007, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}, {'current': 2304.007, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 21.18942642211914}}, 'memory': {'total': 7.652324676513672}}
2024-01-16 20:38:13,559 INFO    HandlerThread:30267 [system_monitor.py:probe():224] Finished collecting system info
2024-01-16 20:38:13,560 INFO    HandlerThread:30267 [system_monitor.py:probe():227] Publishing system info
2024-01-16 20:38:13,564 INFO    HandlerThread:30267 [system_monitor.py:probe():229] Finished publishing system info
2024-01-16 20:38:13,568 DEBUG   SenderThread:30267 [sender.py:send():382] send: files
2024-01-16 20:38:13,568 INFO    SenderThread:30267 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-01-16 20:38:13,583 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: python_packages
2024-01-16 20:38:13,584 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: stop_status
2024-01-16 20:38:13,585 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: python_packages
2024-01-16 20:38:13,589 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-16 20:38:13,595 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: stop_status
2024-01-16 20:38:13,886 DEBUG   SenderThread:30267 [sender.py:send():382] send: telemetry
2024-01-16 20:38:14,071 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/wandb-metadata.json
2024-01-16 20:38:14,077 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/requirements.txt
2024-01-16 20:38:14,078 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/output.log
2024-01-16 20:38:14,682 INFO    wandb-upload_0:30267 [upload_job.py:push():131] Uploaded file /tmp/tmpsi4v250wwandb/5yr96q1m-wandb-metadata.json
2024-01-16 20:38:16,084 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/output.log
2024-01-16 20:38:17,549 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status_report
2024-01-16 20:38:22,562 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status_report
2024-01-16 20:38:24,025 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: log_artifact
2024-01-16 20:38:24,027 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: log_artifact
2024-01-16 20:38:24,831 INFO    SenderThread:30267 [sender.py:send_request_log_artifact():1470] logged artifact run-tcz3hzzg-dataset - {'id': 'QXJ0aWZhY3Q6NjkyOTYxMDEy', 'state': 'PENDING', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEzMDk1MjEyMA==', 'latestArtifact': None}}
2024-01-16 20:38:24,832 DEBUG   SenderThread:30267 [sender.py:send():382] send: files
2024-01-16 20:38:24,832 INFO    SenderThread:30267 [sender.py:_save_file():1403] saving file media/table/dataset_0_f87f7c176965fb2ce051.table.json with policy now
2024-01-16 20:38:25,125 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: partial_history
2024-01-16 20:38:25,127 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: partial_history
2024-01-16 20:38:25,127 DEBUG   SenderThread:30267 [sender.py:send():382] send: history
2024-01-16 20:38:25,130 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: summary_record
2024-01-16 20:38:25,146 INFO    SenderThread:30267 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-16 20:38:25,150 DEBUG   SenderThread:30267 [sender.py:send():382] send: history
2024-01-16 20:38:25,151 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: summary_record
2024-01-16 20:38:25,163 INFO    SenderThread:30267 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-16 20:38:25,441 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/media/table/dataset_0_f87f7c176965fb2ce051.table.json
2024-01-16 20:38:25,621 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/wandb-summary.json
2024-01-16 20:38:25,636 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/media
2024-01-16 20:38:25,651 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_created():271] file/dir created: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/media/table
2024-01-16 20:38:26,381 INFO    wandb-upload_1:30267 [upload_job.py:push():131] Uploaded file /tmp/tmpsi4v250wwandb/c1jaeyc5-media/table/dataset_0_f87f7c176965fb2ce051.table.json
2024-01-16 20:38:28,100 INFO    wandb-upload_1:30267 [upload_job.py:push():131] Uploaded file /tmp/tmpsi4v250wwandb/vsyv7ybp-media/table/dataset_0_f87f7c176965fb2ce051.table.json
2024-01-16 20:38:28,180 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status_report
2024-01-16 20:38:28,589 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: stop_status
2024-01-16 20:38:28,590 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: stop_status
2024-01-16 20:38:28,638 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-16 20:38:28,683 INFO    wandb-upload_0:30267 [upload_job.py:push():89] Uploaded file /home/filipeckijan/.local/share/wandb/artifacts/staging/tmp4pzkd7vo
2024-01-16 20:38:33,468 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: partial_history
2024-01-16 20:38:33,470 DEBUG   SenderThread:30267 [sender.py:send():382] send: history
2024-01-16 20:38:33,471 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: summary_record
2024-01-16 20:38:33,474 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status_report
2024-01-16 20:38:33,481 INFO    SenderThread:30267 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-01-16 20:38:33,982 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/wandb-summary.json
2024-01-16 20:38:35,018 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/output.log
2024-01-16 20:38:37,100 INFO    Thread-12 :30267 [dir_watcher.py:_on_file_modified():288] file/dir modified: /mnt/c/Users/dziew/Documents/studia/ium/ium-projekt/models/k-means/wandb/run-20240116_203812-tcz3hzzg/files/output.log
2024-01-16 20:38:39,121 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: status_report
2024-01-16 20:38:43,594 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: stop_status
2024-01-16 20:38:43,595 DEBUG   SenderThread:30267 [sender.py:send_request():409] send_request: stop_status
2024-01-16 20:38:43,639 DEBUG   HandlerThread:30267 [handler.py:handle_request():146] handle_request: internal_messages
